task_id,date_field,vendor,project_code,miles,unit_price,amount_currency,currency,hours
1488,Jan-14-2026,Dominion Aluminum & Fasteners,NC-RING,28.9,41.9,$,$,40
1489,Feb-12-2026,Global CAD Solutions,PA-DARK-FIBER,39.5,38.29,$,£,55
1490,Mar-16-2026,Continental Drafting Ltd.,TX-LONG-HAUL,31.8,40.84,$,€,44
1491,Jan-01-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,10.3,38.16,$,£,14
1492,Feb-01-2026,Continental Drafting Ltd.,NC-RING,38.1,38.57,$,£,53
1493,Mar-11-2026,Southfield GIS Inc.,TX-LONG-HAUL,19.4,40.79,$,€,27
1494,Jan-07-2026,Global CAD Solutions,PA-DARK-FIBER,36.9,42.24,$,£,51
1495,Feb-02-2026,Global CAD Solutions,FL-BACKHAUL,17.6,40.74,$,$,24
1496,Mar-25-2026,Continental Drafting Ltd.,OH-EXPANSION,39.2,41.76,$,€,54
1497,Jan-12-2026,Continental Drafting Ltd.,PA-DARK-FIBER,37.4,42.13,$,€,52
1498,Feb-05-2026,Continental Drafting Ltd.,NC-RING,9.1,41.74,$,€,12
1499,Mar-11-2026,Continental Drafting Ltd.,NC-RING,16.5,42.14,$,€,23
1500,Jan-01-2026,Global CAD Solutions,VA-METRO-ROUTE,18.9,39.57,$,$,26
1501,Feb-15-2026,Continental Drafting Ltd.,PA-DARK-FIBER,33.1,40.36,$,$,46
1502,Mar-26-2026,Southfield GIS Inc.,PA-DARK-FIBER,33.3,41.56,$,$,46
1503,Jan-01-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,11.0,41.79,$,€,15
1504,Feb-13-2026,Global CAD Solutions,PA-DARK-FIBER,15.1,41.09,$,€,21
1505,Mar-23-2026,Dominion Aluminum & Fasteners,NC-RING,21.3,41.47,$,€,29
1506,Jan-17-2026,Global CAD Solutions,PA-DARK-FIBER,28.3,40.85,$,$,39
1507,Feb-06-2026,Continental Drafting Ltd.,PA-DARK-FIBER,15.5,38.78,$,£,21
1508,Mar-28-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,19.1,40.99,$,€,26
1509,Jan-07-2026,Southfield GIS Inc.,FL-BACKHAUL,17.7,38.03,$,$,24
1510,Feb-14-2026,Southfield GIS Inc.,TX-LONG-HAUL,31.8,41.16,$,$,44
1511,Mar-02-2026,Continental Drafting Ltd.,PA-DARK-FIBER,18.8,39.75,$,$,26
1512,Jan-19-2026,Global CAD Solutions,OH-EXPANSION,10.5,38.44,$,£,14
1513,Feb-16-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,35.6,38.39,$,€,49
1514,Mar-07-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,31.1,41.72,$,€,43
1515,Jan-20-2026,Dominion Aluminum & Fasteners,NC-RING,21.5,39.08,$,£,30
1516,Feb-21-2026,Continental Drafting Ltd.,PA-DARK-FIBER,18.9,40.06,$,$,26
1517,Mar-09-2026,Dominion Aluminum & Fasteners,NC-RING,22.9,41.85,$,$,32
1518,Jan-16-2026,Southfield GIS Inc.,VA-METRO-ROUTE,37.1,40.6,$,€,51
1519,Feb-21-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,31.5,40.44,$,€,44
1520,Mar-03-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,39.8,41.31,$,€,55
1521,Jan-28-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,13.2,38.72,$,€,18
1522,Feb-12-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,34.2,40.18,$,£,47
1523,Mar-28-2026,Southfield GIS Inc.,VA-METRO-ROUTE,12.3,39.18,$,£,17
1524,Jan-05-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,24.2,39.39,$,€,33
1525,Feb-22-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,28.8,38.36,$,£,40
1526,Mar-22-2026,Global CAD Solutions,TX-LONG-HAUL,34.6,40.18,$,$,48
1527,Jan-17-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,26.0,38.53,$,£,36
1528,Feb-20-2026,Continental Drafting Ltd.,NC-RING,29.6,40.83,$,€,41
1529,Mar-17-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,29.1,38.88,$,€,40
1530,Jan-03-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,11.7,40.0,$,$,16
1531,Feb-19-2026,Southfield GIS Inc.,PA-DARK-FIBER,39.0,42.2,$,£,54
1532,Mar-07-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,21.0,38.52,$,£,29
1533,Jan-09-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,21.1,39.91,$,€,29
1534,Feb-06-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,35.6,38.68,$,€,49
1535,Mar-17-2026,Continental Drafting Ltd.,PA-DARK-FIBER,35.3,41.39,$,$,49
1536,Jan-18-2026,Global CAD Solutions,TX-LONG-HAUL,14.6,38.83,$,£,20
1537,Feb-16-2026,Global CAD Solutions,VA-METRO-ROUTE,30.2,39.44,$,€,42
1538,Mar-08-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,26.9,40.38,$,$,37
1539,Jan-19-2026,Southfield GIS Inc.,NC-RING,38.7,41.4,$,$,54
1540,Feb-08-2026,Continental Drafting Ltd.,NC-RING,21.5,42.34,$,£,30
1541,Mar-19-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,25.9,42.49,$,€,36
1542,Jan-25-2026,Global CAD Solutions,FL-BACKHAUL,25.2,41.23,$,€,35
1543,Feb-10-2026,Continental Drafting Ltd.,PA-DARK-FIBER,14.5,38.74,$,£,20
1544,Mar-08-2026,Global CAD Solutions,OH-EXPANSION,33.0,39.0,$,€,46
1545,Jan-16-2026,Southfield GIS Inc.,PA-DARK-FIBER,21.7,41.18,$,€,30
1546,Feb-14-2026,Global CAD Solutions,PA-DARK-FIBER,31.6,41.2,$,£,44
1547,Mar-15-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,19.4,38.12,$,£,27
1548,Jan-18-2026,Global CAD Solutions,PA-DARK-FIBER,17.9,38.47,$,£,25
1549,Feb-03-2026,Southfield GIS Inc.,TX-LONG-HAUL,22.1,42.37,$,£,30
1550,Mar-17-2026,Global CAD Solutions,VA-METRO-ROUTE,20.4,38.6,$,$,28
1551,Jan-12-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,12.8,41.51,$,£,17
1552,Feb-16-2026,Dominion Aluminum & Fasteners,NC-RING,33.5,38.02,$,$,46
1553,Mar-12-2026,Continental Drafting Ltd.,TX-LONG-HAUL,20.8,39.73,$,€,29
1554,Jan-19-2026,Dominion Aluminum & Fasteners,NC-RING,24.6,38.18,$,€,34
1555,Feb-11-2026,Global CAD Solutions,FL-BACKHAUL,9.2,42.31,$,€,12
1556,Mar-24-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,20.0,40.89,$,£,28
1557,Jan-17-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,14.5,40.32,$,$,20
1558,Feb-16-2026,Global CAD Solutions,VA-METRO-ROUTE,13.7,41.34,$,€,19
1559,Mar-07-2026,Southfield GIS Inc.,OH-EXPANSION,33.5,38.34,$,£,46
1560,Jan-26-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,11.8,42.0,$,£,16
1561,Feb-27-2026,Southfield GIS Inc.,TX-LONG-HAUL,23.1,42.01,$,£,32
1562,Mar-09-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,12.8,40.23,$,$,17
1563,Jan-23-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,14.4,40.24,$,€,20
1564,Feb-08-2026,Southfield GIS Inc.,OH-EXPANSION,16.5,38.03,$,£,23
1565,Mar-24-2026,Southfield GIS Inc.,FL-BACKHAUL,31.2,40.29,$,€,43
1566,Jan-28-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,38.5,40.68,$,$,53
1567,Feb-28-2026,Continental Drafting Ltd.,FL-BACKHAUL,13.3,39.08,$,$,18
1568,Mar-05-2026,Southfield GIS Inc.,OH-EXPANSION,8.3,38.94,$,€,11
1569,Jan-10-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,34.7,42.23,$,£,48
1570,Feb-03-2026,Global CAD Solutions,TX-LONG-HAUL,20.4,40.02,$,£,28
1571,Mar-05-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,24.2,42.35,$,£,33
1572,Jan-04-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,22.6,40.33,$,$,31
1573,Feb-05-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,38.5,39.81,$,€,53
1574,Mar-04-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,32.0,39.91,$,$,44
1575,Jan-24-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,15.3,38.21,$,$,21
1576,Feb-25-2026,Global CAD Solutions,OH-EXPANSION,38.9,40.34,$,$,54
1577,Mar-27-2026,Continental Drafting Ltd.,NC-RING,12.0,40.29,$,£,16
1578,Jan-27-2026,Global CAD Solutions,VA-METRO-ROUTE,11.0,39.47,$,$,15
1579,Feb-13-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,18.8,39.06,$,€,26
1580,Mar-11-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,19.3,40.82,$,£,27
1581,Jan-20-2026,Global CAD Solutions,OH-EXPANSION,11.8,38.97,$,$,16
1582,Feb-20-2026,Global CAD Solutions,TX-LONG-HAUL,28.0,41.86,$,$,39
1583,Mar-03-2026,Global CAD Solutions,TX-LONG-HAUL,16.4,39.19,$,$,22
1584,Jan-26-2026,Global CAD Solutions,VA-METRO-ROUTE,36.7,40.53,$,€,51
1585,Feb-06-2026,Global CAD Solutions,NC-RING,14.3,39.9,$,€,20
1586,Mar-04-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,15.1,40.94,$,$,21
1587,Jan-10-2026,Southfield GIS Inc.,VA-METRO-ROUTE,31.4,39.7,$,£,43
1588,Feb-16-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,26.6,39.07,$,€,37
1589,Mar-28-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,19.8,39.96,$,€,27
1590,Jan-20-2026,Continental Drafting Ltd.,FL-BACKHAUL,21.5,38.24,$,£,30
1591,Feb-01-2026,Southfield GIS Inc.,FL-BACKHAUL,12.8,41.91,$,£,17
1592,Mar-18-2026,Global CAD Solutions,NC-RING,23.9,41.89,$,€,33
1593,Jan-10-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,16.2,40.3,$,€,22
1594,Feb-13-2026,Southfield GIS Inc.,PA-DARK-FIBER,34.0,39.08,$,£,47
1595,Mar-05-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,17.6,41.06,$,£,24
1596,Jan-10-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,26.8,40.8,$,$,37
1597,Feb-11-2026,Continental Drafting Ltd.,NC-RING,22.1,41.07,$,$,30
1598,Mar-12-2026,Global CAD Solutions,TX-LONG-HAUL,33.2,41.06,$,€,46
1599,Jan-04-2026,Continental Drafting Ltd.,TX-LONG-HAUL,24.5,41.86,$,£,34
1600,Feb-16-2026,Southfield GIS Inc.,NC-RING,30.4,39.89,$,$,42
1601,Mar-10-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,22.9,42.22,$,£,32
1602,Jan-01-2026,Global CAD Solutions,VA-METRO-ROUTE,19.3,38.89,$,€,27
1603,Feb-17-2026,Global CAD Solutions,NC-RING,23.2,42.17,$,$,32
1604,Mar-13-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,20.0,39.71,$,$,28
1605,Jan-02-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,22.5,41.76,$,€,31
1606,Feb-02-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,12.0,42.07,$,€,16
1607,Mar-07-2026,Global CAD Solutions,FL-BACKHAUL,34.9,42.5,$,€,48
1608,Jan-09-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,38.7,39.85,$,€,54
1609,Feb-06-2026,Global CAD Solutions,PA-DARK-FIBER,26.6,39.62,$,$,37
1610,Mar-18-2026,Southfield GIS Inc.,PA-DARK-FIBER,38.5,40.78,$,$,53
1611,Jan-06-2026,Global CAD Solutions,PA-DARK-FIBER,18.6,38.67,$,£,26
1612,Feb-22-2026,Global CAD Solutions,PA-DARK-FIBER,28.7,42.07,$,$,40
1613,Mar-26-2026,Continental Drafting Ltd.,PA-DARK-FIBER,26.6,39.7,$,£,37
1614,Jan-03-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,30.5,38.78,$,€,42
1615,Feb-16-2026,Dominion Aluminum & Fasteners,NC-RING,18.4,40.98,$,€,25
1616,Mar-15-2026,Dominion Aluminum & Fasteners,NC-RING,16.8,39.89,$,€,23
1617,Jan-06-2026,Global CAD Solutions,TX-LONG-HAUL,17.5,39.64,$,£,24
1618,Feb-25-2026,Southfield GIS Inc.,VA-METRO-ROUTE,23.3,38.27,$,€,32
1619,Mar-04-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,11.0,38.67,$,£,15
1620,Jan-23-2026,Dominion Aluminum & Fasteners,NC-RING,21.7,41.6,$,$,30
1621,Feb-03-2026,Global CAD Solutions,FL-BACKHAUL,23.1,40.98,$,£,32
1622,Mar-19-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,24.4,41.19,$,£,34
1623,Jan-13-2026,Global CAD Solutions,NC-RING,29.0,41.04,$,£,40
1624,Feb-09-2026,Continental Drafting Ltd.,NC-RING,37.1,40.94,$,$,51
1625,Mar-28-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,17.1,41.62,$,€,23
1626,Jan-20-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,28.9,39.33,$,€,40
1627,Feb-09-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,21.1,39.63,$,$,29
1628,Mar-16-2026,Global CAD Solutions,OH-EXPANSION,25.4,41.96,$,$,35
1629,Jan-12-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,30.0,40.41,$,£,42
1630,Feb-27-2026,Southfield GIS Inc.,TX-LONG-HAUL,33.7,38.27,$,$,47
1631,Mar-09-2026,Southfield GIS Inc.,NC-RING,24.5,38.47,$,£,34
1632,Jan-03-2026,Southfield GIS Inc.,NC-RING,24.1,42.31,$,$,33
1633,Feb-09-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,37.8,38.24,$,€,52
1634,Mar-03-2026,Continental Drafting Ltd.,FL-BACKHAUL,38.4,40.91,$,£,53
1635,Jan-10-2026,Southfield GIS Inc.,NC-RING,19.8,41.54,$,£,27
1636,Feb-07-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,33.2,40.51,$,€,46
1637,Mar-16-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,14.0,41.24,$,€,19
1638,Jan-01-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,26.5,38.93,$,£,37
1639,Feb-05-2026,Southfield GIS Inc.,PA-DARK-FIBER,35.7,39.66,$,$,49
1640,Mar-23-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,25.5,41.71,$,€,35
1641,Jan-28-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,10.2,40.17,$,€,14
1642,Feb-10-2026,Continental Drafting Ltd.,OH-EXPANSION,39.8,38.27,$,$,55
1643,Mar-11-2026,Continental Drafting Ltd.,FL-BACKHAUL,10.5,42.27,$,£,14
1644,Jan-12-2026,Continental Drafting Ltd.,PA-DARK-FIBER,10.2,38.95,$,£,14
1645,Feb-27-2026,Dominion Aluminum & Fasteners,NC-RING,16.9,40.36,$,£,23
1646,Mar-07-2026,Continental Drafting Ltd.,TX-LONG-HAUL,24.9,38.38,$,£,34
1647,Jan-02-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,21.1,42.08,$,€,29
1648,Feb-21-2026,Global CAD Solutions,NC-RING,12.7,39.17,$,£,17
1649,Mar-25-2026,Southfield GIS Inc.,OH-EXPANSION,21.9,39.88,$,£,30
1650,Jan-02-2026,Southfield GIS Inc.,NC-RING,14.1,38.6,$,€,19
1651,Feb-07-2026,Dominion Aluminum & Fasteners,FL-BACKHAUL,19.1,39.56,$,£,26
1652,Mar-10-2026,Southfield GIS Inc.,OH-EXPANSION,14.9,40.41,$,$,20
1653,Jan-22-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,21.2,41.19,$,£,29
1654,Feb-15-2026,Continental Drafting Ltd.,NC-RING,25.8,41.23,$,€,36
1655,Mar-14-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,17.5,40.17,$,£,24
1656,Jan-20-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,36.4,41.39,$,$,50
1657,Feb-26-2026,Southfield GIS Inc.,TX-LONG-HAUL,34.7,40.08,$,€,48
1658,Mar-03-2026,Continental Drafting Ltd.,PA-DARK-FIBER,10.3,40.22,$,€,14
1659,Jan-24-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,35.2,40.14,$,£,49
1660,Feb-21-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,10.8,41.48,$,£,15
1661,Mar-12-2026,Global CAD Solutions,NC-RING,39.7,38.09,$,$,55
1662,Jan-22-2026,Dominion Aluminum & Fasteners,NC-RING,15.6,39.69,$,£,21
1663,Feb-27-2026,Southfield GIS Inc.,OH-EXPANSION,8.8,38.58,$,£,12
1664,Mar-20-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,27.8,39.96,$,£,38
1665,Jan-22-2026,Continental Drafting Ltd.,NC-RING,23.8,38.91,$,£,33
1666,Feb-19-2026,Southfield GIS Inc.,NC-RING,36.0,39.32,$,€,50
1667,Mar-02-2026,Southfield GIS Inc.,PA-DARK-FIBER,10.4,41.75,$,$,14
1668,Jan-02-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,13.0,42.2,$,€,18
1669,Feb-13-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,24.4,38.87,$,$,34
1670,Mar-07-2026,Continental Drafting Ltd.,FL-BACKHAUL,12.4,40.3,$,€,17
1671,Jan-12-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,24.5,39.44,$,£,34
1672,Feb-14-2026,Southfield GIS Inc.,FL-BACKHAUL,24.2,38.19,$,€,33
1673,Mar-02-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,38.1,41.48,$,€,53
1674,Jan-20-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,25.7,38.9,$,$,35
1675,Feb-24-2026,Continental Drafting Ltd.,PA-DARK-FIBER,13.2,40.54,$,$,18
1676,Mar-01-2026,Global CAD Solutions,PA-DARK-FIBER,13.3,40.94,$,€,18
1677,Jan-18-2026,Continental Drafting Ltd.,FL-BACKHAUL,22.0,38.79,$,£,30
1678,Feb-28-2026,Global CAD Solutions,PA-DARK-FIBER,39.4,38.96,$,£,55
1679,Mar-07-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,21.0,38.34,$,€,29
1680,Jan-08-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,30.5,38.78,$,€,42
1681,Feb-20-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,30.8,42.28,$,£,43
1682,Mar-22-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,20.7,42.02,$,€,28
1683,Jan-09-2026,Southfield GIS Inc.,OH-EXPANSION,37.1,42.36,$,$,51
1684,Feb-17-2026,Continental Drafting Ltd.,PA-DARK-FIBER,8.5,40.19,$,€,11
1685,Mar-13-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,33.5,40.95,$,€,46
1686,Jan-02-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,15.7,40.72,$,€,21
1687,Feb-03-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,36.2,39.01,$,$,50
1688,Mar-25-2026,Global CAD Solutions,PA-DARK-FIBER,29.7,39.85,$,€,41
1689,Jan-18-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,38.4,40.28,$,€,53
1690,Feb-15-2026,Continental Drafting Ltd.,TX-LONG-HAUL,21.2,41.11,$,$,29
1691,Mar-21-2026,Global CAD Solutions,PA-DARK-FIBER,11.0,40.18,$,£,15
1692,Jan-20-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,24.9,41.39,$,€,34
1693,Feb-12-2026,Continental Drafting Ltd.,FL-BACKHAUL,22.9,38.91,$,$,32
1694,Mar-06-2026,Dominion Aluminum & Fasteners,TX-LONG-HAUL,18.7,40.31,$,€,26
1695,Jan-15-2026,Global CAD Solutions,OH-EXPANSION,17.7,41.9,$,£,24
1696,Feb-14-2026,Continental Drafting Ltd.,OH-EXPANSION,15.2,40.17,$,€,21
1697,Mar-12-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,29.2,40.22,$,$,40
1698,Jan-12-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,33.2,39.3,$,$,46
1699,Feb-03-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,14.6,38.69,$,$,20
1700,Mar-02-2026,Southfield GIS Inc.,FL-BACKHAUL,16.7,40.3,$,$,23
1701,Jan-07-2026,Global CAD Solutions,OH-EXPANSION,25.9,41.76,$,$,36
1702,Feb-22-2026,Continental Drafting Ltd.,NC-RING,8.3,40.69,$,€,11
1703,Mar-10-2026,Dominion Aluminum & Fasteners,NC-RING,31.8,40.77,$,€,44
1704,Jan-14-2026,Global CAD Solutions,TX-LONG-HAUL,10.7,41.35,$,$,14
1705,Feb-17-2026,Global CAD Solutions,OH-EXPANSION,9.2,42.4,$,€,12
1706,Mar-25-2026,Southfield GIS Inc.,NC-RING,16.9,40.78,$,£,23
1707,Jan-16-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,25.0,41.0,$,$,35
1708,Feb-27-2026,Southfield GIS Inc.,PA-DARK-FIBER,13.2,39.41,$,€,18
1709,Mar-18-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,33.8,38.58,$,$,47
1710,Jan-23-2026,Global CAD Solutions,PA-DARK-FIBER,9.8,38.87,$,£,13
1711,Feb-23-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,14.8,39.41,$,€,20
1712,Mar-05-2026,Global CAD Solutions,VA-METRO-ROUTE,22.2,38.5,$,€,31
1713,Jan-06-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,37.4,42.03,$,€,52
1714,Feb-06-2026,Southfield GIS Inc.,TX-LONG-HAUL,18.3,38.99,$,$,25
1715,Mar-20-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,18.4,41.45,$,€,25
1716,Jan-03-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,35.1,40.28,$,€,49
1717,Feb-23-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,27.0,42.3,$,£,37
1718,Mar-08-2026,Southfield GIS Inc.,VA-METRO-ROUTE,34.1,41.73,$,$,47
1719,Jan-23-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,18.5,40.15,$,£,25
1720,Feb-17-2026,Continental Drafting Ltd.,TX-LONG-HAUL,16.3,40.65,$,£,22
1721,Mar-07-2026,Global CAD Solutions,TX-LONG-HAUL,15.4,42.03,$,£,21
1722,Jan-24-2026,Global CAD Solutions,VA-METRO-ROUTE,16.5,41.39,$,€,23
1723,Feb-23-2026,Continental Drafting Ltd.,NC-RING,38.7,40.12,$,£,54
1724,Mar-03-2026,Southfield GIS Inc.,TX-LONG-HAUL,34.2,41.98,$,£,47
1725,Jan-23-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,35.5,41.97,$,$,49
1726,Feb-08-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,33.7,41.09,$,£,47
1727,Mar-26-2026,Continental Drafting Ltd.,VA-METRO-ROUTE,26.3,41.31,$,€,36
1728,Jan-20-2026,Continental Drafting Ltd.,OH-EXPANSION,24.6,40.42,$,£,34
1729,Feb-28-2026,Global CAD Solutions,TX-LONG-HAUL,35.1,41.14,$,€,49
1730,Mar-17-2026,Continental Drafting Ltd.,FL-BACKHAUL,26.3,41.0,$,$,36
1731,Jan-10-2026,Southfield GIS Inc.,OH-EXPANSION,14.6,40.1,$,$,20
1732,Feb-09-2026,Continental Drafting Ltd.,OH-EXPANSION,34.4,38.15,$,€,48
1733,Mar-28-2026,Continental Drafting Ltd.,TX-LONG-HAUL,16.2,42.19,$,£,22
1734,Jan-22-2026,Global CAD Solutions,NC-RING,19.1,38.05,$,$,26
1735,Feb-24-2026,Dominion Aluminum & Fasteners,VA-METRO-ROUTE,21.2,38.35,$,$,29
1736,Mar-25-2026,Global CAD Solutions,FL-BACKHAUL,30.8,41.76,$,$,43
1737,Jan-26-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,26.6,41.11,$,£,37
1738,Feb-05-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,18.4,41.33,$,€,25
1739,Mar-05-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,15.7,40.14,$,$,21
1740,Jan-04-2026,Dominion Aluminum & Fasteners,OH-EXPANSION,29.3,39.2,$,€,41
1741,Feb-12-2026,Global CAD Solutions,FL-BACKHAUL,31.7,41.85,$,€,44
1742,Mar-20-2026,Southfield GIS Inc.,NC-RING,20.4,42.39,$,£,28
1743,Jan-10-2026,Global CAD Solutions,FL-BACKHAUL,21.5,39.42,$,€,30
1744,Feb-06-2026,Global CAD Solutions,FL-BACKHAUL,39.7,41.25,$,€,55
1745,Mar-10-2026,Global CAD Solutions,NC-RING,19.8,41.26,$,£,27
1746,Jan-04-2026,Southfield GIS Inc.,OH-EXPANSION,36.2,40.58,$,£,50
1747,Feb-15-2026,Southfield GIS Inc.,TX-LONG-HAUL,25.2,40.65,$,£,35
1748,Mar-10-2026,Global CAD Solutions,VA-METRO-ROUTE,36.8,40.86,$,€,51
1749,Jan-08-2026,Southfield GIS Inc.,TX-LONG-HAUL,30.5,38.07,$,€,42
1750,Feb-10-2026,Global CAD Solutions,VA-METRO-ROUTE,24.0,41.8,$,$,33
1751,Mar-20-2026,Global CAD Solutions,VA-METRO-ROUTE,34.9,40.54,$,$,48
1752,Jan-17-2026,Global CAD Solutions,VA-METRO-ROUTE,37.5,38.62,$,€,52
1753,Feb-28-2026,Continental Drafting Ltd.,PA-DARK-FIBER,36.5,40.68,$,€,51
1754,Mar-27-2026,Global CAD Solutions,TX-LONG-HAUL,28.8,39.35,$,£,40
1755,Jan-16-2026,Global CAD Solutions,TN-CORRIDOR-FIBER,11.9,39.64,$,$,16
1756,Feb-19-2026,Southfield GIS Inc.,TN-CORRIDOR-FIBER,21.6,41.57,$,€,30
1757,Mar-22-2026,Continental Drafting Ltd.,OH-EXPANSION,15.4,40.14,$,$,21
1758,Jan-28-2026,Global CAD Solutions,FL-BACKHAUL,28.9,41.68,$,$,40
1759,Feb-11-2026,Continental Drafting Ltd.,NC-RING,32.9,40.32,$,€,46
1760,Mar-24-2026,Dominion Aluminum & Fasteners,PA-DARK-FIBER,25.7,39.19,$,$,35
1761,Jan-15-2026,Dominion Aluminum & Fasteners,TN-CORRIDOR-FIBER,20.5,40.99,$,€,28
1762,Feb-07-2026,Global CAD Solutions,NC-RING,24.3,40.63,$,€,34
1763,Mar-15-2026,Global CAD Solutions,NC-RING,38.6,40.06,$,$,54
1764,Jan-26-2026,Continental Drafting Ltd.,TN-CORRIDOR-FIBER,29.8,38.54,$,£,41
